comment,label
lỗi âm_thanh khi chơi game tiếng giảm hết cỡ vẫn còn to,1
dây nhiễu quá nhiễu,1
sản_phẩm lỗi cổng hdmi thiếu dây av,1
mọi người nên cân_nhắc trước khi mua vì nếu có xui_xẻo nhận phải tai nghe bị cấn móp xước mẻ do nhà_sản_xuất rồi nhận được tin nhắn anh_chị dùng tạm giúp em của cửa_hàng thì không nên nhé,1
âm_thanh nghe ổn nhưng bị lỗi nghe khoảng number phút là bị mất kết_nối rè tầm number s đọc đánh_giá thấy nhiều sản_phẩm bị vậy không biết cửa_hàng khắc_phục như_thế_nào,1
nghe kết_nối dấp liên_tục nghe number bài number p đấp hơn number lần,1
dịch_vụ cực_kỳ tệ tết hỏi cửa_hàng báo đặt t6 thì t2 giao ok đặt xong đến cn không xác_nhận đơn nhắn từ t6 t7 cn mới nói chưa xác_nhận đơn nói nv chat và nv xác_nhận đơn khác nhau bán còn không biết quy_trình thì bó_tay t2 sáng ghtk lấy hàng thì không ll được đợi đến tối nt hối mới lấy tphcm mà number ngày,1
đóng_gói chắc_chắn tuy_nhiên khi mở ra sản_phẩm đã có sẵn nhiều vết xước không rõ lý_do dù hộp còn nguyên seal các bạn nên lưu_ý tai nghe sẽ bị thoát âm khá nhiều có nghĩa người bên cạnh sẽ nghe được bạn đang nghe gì dù chỉ mở number number,1
nghe cũng bình_thường không ấm như các hãng khác tiền_nào_của_nấy,1
tai nghe sử_dụng được khoảng number ngày là bị liệt number bên tai phải không nghe được gì hết bây_giờ chỉ còn nghe mỗi number bên tai trái hy_vọng cửa_hàng có_thể khắc_phục tình_trạng như_vậy cho sản_phẩm của mình xin cảm_ơn,1
đóng_gói quá tệ,1
cường_lực dán không sát màn_hình mua number cái dán đều bị cái sọc đúng number chổ phía trên bị bọng như bị cong ấy rất khó_chịu tháo bỏ cả number,1
cận tết giao_nhận mất thời_gian còn giao sai không kiểm hàng kỹ chán,1
loa hơi bé cửa_hàng ít khi trả_lời câu hỏi của mình,1
tệ,1
nghe được number bên,1
không phải dây chống nhiễu tạm được,1
tai nghe không hiện phần_trăm pin nhắn_tin cửa_hàng không trả_lời khi nào cửa_hàng trả_lời tin nhắn sẽ đánh_giá lại,1
number mà giao number,1
âm_thanh ok lần sạc đầu_tiên pin hộp sạc tụt như tụt quần sạc hộp sạc khó vào lên number thì dừng cổng sạc kém cảm_ứng quá nhạy bấm hơi khó khiếu_nại sản_phẩm không nghe ý_kiến khách_hàng,1
chất_lượng âm_thanh ổn nhưng kết_nối bluetooth kém mẫu_mã dễ_thương nhỏ gọn,1
tai bên l sạc mai mà không thấy đầy hơn_nữa chả thấy kết_nối được mong cửa_hàng xem_lại,1
sản_phẩm thì như hình còn chất_lượng dùng tai nghe chưa được number tiếng đã hết có lúc number bên được number đến number phút mà cùng sạc number lúc,1
hàng bị lỗi number bên tai lúc nghe pin number chưa được number phút thì lại báo còn number rồi tự tắt luôn nhắn_tin cho cửa_hàng mà cửa_hàng không rep,1
mới dùng được nửa tháng sạc tai trái k vào nữa như hình number lúc nghe thì nó vẫn đầy pin báo như hình number nghe được number phút sụt pin như hình number thế_là hết pin mới dùng được nửa tháng mà đã hỏng number tai mà nhắn_tin nhờ cửa_hàng hỗ_trợ k ai rep,1
sản_phẩm đóng_gói chắc_chắn nhưng giải bass hơi thấp hơi khó kết_nối thỉnh_thoảng tự ngắt kết_nối khi nghe nhạc không hiển_thị đốc sạc còn bao_nhiêu phần_trăm pin với giá number k là tạm chấp_nhận được vì nghe cũng thíhc hơn vài chiếc air fake,1
mới dùng thì khá tốt nhưng dùng vài ngày thì pin đã hỏng sạc được năm phút là đầy nhưng nghe thì vài phút là hết pin thật_sự thất_vọng không biết có đổi trả được k đây,1
pin của mình xài chỉ được hơn number p cốc sạc tự_động sạc number number p tự dừng nên pin luôn nằm mức thấp xài rất nhanh hết cửa_hàng ở nước_ngoài nên việc đổi trả rất khó_khăn không biết có đổi được không nữa quay video và gửi mail các kiểu thực_sự bỏ ra number không khá là tiếc,1
hình và video không liên_quan lần thứ number mua cùng number mẫu của hãng những nghe chán hơn bộ trươc bộ đầu_tiên hỏng number ben sau chưa đầy date sư dụng chất_lượng topk ngày_càng kém trong khi giá bán cứ nhích dần lên,1
sạc nhanh hết pin ip sxm mà sạc number lần đã hết rồi tai nghe thì number bên không nghe được chưa mua của ai mà phải đánh_giá thấp như này,1
tai nghe kém chất_lượng người nghe lúc_nào cũng thấy ồn không nên mua,1
giao hàng nhanh đặt chiều hôm trước mà sáng hôm sau đã nhận được tuy_nhiên khi hỗ_trợ khách_hàng thì thái_độ rất rất rất kém như hình_ảnh đính kèm sẽ không có lần sau với cửa_hàng này,1
hàng rẻ nên chất_lượng rất kém rò kênh số nhảy lung_tung cách_quãng hình_ảnh rất sấu màu đỏ_quạch thỉnh_thoảng dừng hình vỡ nhoè ảnh,1
xoay đủ hướng anten kích sóng mà không bắt được dù chính giữa thủ_đô có lúc bắt được number kênh thì chập_chờn,1
hi nh ảnh kém,1
nghe được number ngày thì không sài được nữa không còn nháy đèn sạc cũng không vô,1
tai nghe lúc nghe được lúc không nghe được lúc kết_nối được lúc kết_nối không được phải lúc đâu mới kết nói được hộp nhận được thì có vẻ đã được mở trước rồi không nên mua,1
nghe ổn nhưng chơi game sẽ bị delay âm_thanh mua để bắn pubg mà bị delay rồi sao chơi nữa troi thất_vọng dã_man đúng kieu tien nào của nấy,1
tai nghe gì mà dùng bên được bên không,1
gói hàng sơ_sài miếng dán đã bong ra,1
giao hàng lâu lắm đề_nghị đổi nhà vận_chuyển,1
hàng đẹp nhưng lần number mất hàng lần number không áp_dụng gì thì về hàng hơi cay tý nma vì hàng đẹp nên number s,1
gắn đồng_hồ vào là dễ tuột ra k dùng được cứ đeo vào tay là rơi màn,1
nếu cửa_hàng bán không kèm deal quá nhiều sản_phẩm như_thế_nào thì có_lẽ đã được number,1
dây đeo hơi dài đặt number mà gửi number nên không ưng_ý cho lắm tiền_nào_của_ấy rẻ nhưng dây mỏng huhu giao hàng khá nhanh,1
dây dày hơn so với kích_thước chuẩn,1
dây đeo mong_manh không đẹp,1
màu không như hình xấu,1
màu xấu dây bị lệch,1
không đạt nhu_cầu sử_dụng,1
sản_phẩm mới về thì xài ok không vấn_đề j cho đến ngày thứ number là chỉ nghe được number tai dù kết_nối nhiều lần vẫn không được haizz chán thật_sự,1
một bên sạc lúc vào lúc không,1
tai nghe nói_chung cũng ổn_áp nhưng_mà cảm_ứng chưa được rõ lắm với_lại bị ngược bên nữa sau date trải_nghiệm từ number number number number thì tai nghe có lúc bị chập_chờn đến number number thì dock không sạc cho tai nghe nữa tai nghe bên phải liên_tục power on không_thể nghe tiếp được tôi không phải phe đối_thủ gì hết,1
dùng đến hôm thứ number đã number bên không nghe được đã kết_nối lại nhiều lần,1
tệ rất khó dán và phải bỏ hết,1
đặt number cái band number number mà giao như này đây huhuuuu đang cần cái màu đen thì chớ giao cái màu đen sai kiểu tôi chọn,1
khen_tặng number sao vì đóng hàng kĩ tốt tặng number sao vì mua number cái tặng number cái quá tuyệt chê trừ number sao vì không có clip hay link hướng_dẫn dán trừ number sao vì miếng dán quá nhỏ so với mi band number trừ number sao vì dán đã kĩ nhân vẫn có bọt,1
chất âm tốt và lớn cũng đáng mua nhưng bị cái lỗi là mỗi khi cắm sạc vào điện_thoại hay laptop sẽ bị giật điện ngay mic rời,1
đúng mô_tả sản_phẩm đầy_đủ phụ_kiện nhưng cắm vào điện_thoại thì tự_nhiên nó tụt âm_lượng xuống number kéo lên lại thì nó tự_động tụt xuống number nữa làm mọi cách nhưng vẫn bị vậy còn cắm vào pc thì dây chuyển number đầu mic và âm bị lỗi mic cắm vào nhưng không nói_chuyện được nó bị lấn sang âm_thanh luôn thế_là,1
rất khó phân_biệt được tiếng bước chân địch và đồng_đội trong pubg mobile,1
hàng giao nhanh đầy_đủ phụ_kiện vừa test number ván pubg cảm_giác tập_trung chơi game hơn nhưng vừa chơi được number trận thì tai nghe cộng với mic bị rè,1
chơi pubg mà mật mic thì không nghe được tiếng game hơi bị buồn,1
đã từng mua number cái trước đó date nhưng con mới nhận này k như kỳ_vọng bass nhỏ và toàn trét k thể nghe được tiếng chân và tiếng súng_cao_su nút tai cũng cứng hơn chống ồn gần như k có vì đã mua number lần và con trước khá ngon nhưng con mới nhận thật_sự thất_vọng đem cho luôn và dùng lại con cũ,1
giao hàng nhanh nhưng nghe vài ngày hơi dè tý,1
đơn_vị vận_chuyển quá kém,1
giao hàng nhanh tai nghe bên trái có vấn_đề tạo sóng_âm cực cao dùng lâu có_thể gây ra nhiều vấn_đề về thính_lực thậm_chí có_khi điếc luôn không biết là do hàng cửa_hàng giao mình bị lỗi hay do hàng của cửa_hàng nó như_vậy nữa,1
tai nghe gaming nhưng không nghe tiếng chân được number bên như number,1
chưa sai giao hag cham,1
tiếng bé loa bé hơn như mình nghĩ nhìn như đồ_chơi ý,1
đặt màu đen gửi màu trắng,1
cửa_hàng giao màu không đúng như mình đặt đặt màu trắng về màu đỏ,1
vừa_mới mở thử max loa mà đã bị rè rè nhìn kỹ thì thấy rách màng loa number vết bé rồi,1
giao hàng nhanh loa dùng ok nhưng cửa_hàng giao nhầm màu,1
đặt_hàng thì màu đen giao hàng màu đỏ chán luônnnnnnnnnnnn,1
giao sai hàng đặt đen lại giao đỏ nhưng bù lại loa nghe khá tốt mình đang cần gấp nên thôi lấy luôn chứ không cũng đổi trả rồi,1
đặt trắng mà cửa_hàng lại gửi đen,1
loa hơi nhỏ,1
mới mua về thì ok có_vẻ mới number tuần sau mình bỏ ra chơi thì mới thấy tay bị drift không chịu nổi,1
haizz vỏ tháo ra gắn vào còn hở nhiều lắm xước rất nhiều,1
giao hàng quá chậm,1
thất_vọng,1
sản_phẩm dùng được nhưng khả_năng support của cửa_hàng thì quá kém sẽ đánh_giá lại khi cửa_hàng liên_hệ hỗ_trợ,1
không tăng giảm âm_lượng được không nên mua,1
hỗ_trợ rất kém quảng_cáo như hót vào tai vậy kiểu m mua ít chỉ được có vậy thôi,1
mua đen mà giao màu xanh,1
quá chán mua là con magicsee r11 nhưng giao hàng thì nhận được con này,1
không_thể kết_nối number tai nghe cùng lúc chỉ có_thể nghe được number bên,1
trải_nghiệm tệ,1
tai nghe mua về mà một bêm tai không cảm_ứng được không hài_lòng lắm,1
tai nghe giao đúng mẫu nhưng sai màu đặt màu đen lại giao màu xanh chất_lượng thì chưa biết ra sao phần quà tặng kèm khi mua tai nghe ghi nội_dung khiến người mua hiểu nhầm là sẽ được tặng kèm tai nghe tai mèo và pin sạc dự_phòng nhận hàng cảm_thấy thất_vọng sẽ không mua hàng ở cửa_hàng lần thứ number,1
san phâm bình_thường gui sai màu sản_phẩm,1
khá thất_vọng về sản_phẩm cảm_ứng không nhạy bấm number number lần mới ăn có_khi còn không bấm được,1
tai nghe chỉ được các vị review trên youtube thần_thánh_hoá bảng lelbáo sạc tai nghe có chỉ tốn pin chứ chẳng để lg phần nghe nhạc thì lời hát cứ bí bí k thoát ra được đeo number tai thỉnh_thoảng lại chập_chờn bên bên kêu to kêu nhỏ đeo number bên thì chuyển bài k được theo ý_muốn được cái ngoại_hình với pin ok,1
bluetooth number number mà kết_nối còn kém hơn cả number number chắc vì kết_nối kém nên khi nghe rất hay khựng và nhiễu âm_lượng không to lắm cửa_hàng phản_hồi tn cực chậm giờ gửi bảo_hành lại mất phí ship và sợ rủi_ro nên dùng tạm mọi người nên cân_nhắc kỹ khi mua vì mình nghĩ đây là lỗi chung,1
mình có một_vài đánh_giá riêng như sau ưu_điểm nhẹ thiết_kế tạm ổn chất_lượng gia_công tạm chấp_nhận được pin khá lâu khoảng number number h chê tai thiết_kế khó đeo dễ rơi đeo bị đau tai chất_lượng âm_thanh kém tress trói tai mid mỏng bass tệ_hại mở to có tiếng lộp_độp ở màng loa,1
dây này là dây thứ number mình mua nhận hàng từ number number nhận sau number tuần mình mới bắt_đầu dùng dây này và hôm_nay cả number bên tai bị rè rồi đeo vào vẫn nghe thấy âm_thanh nhưng bị rè lấn hết number tiếng rè như kiểu kiến vào tai ấy khó_chịu quá,1
hỏng number bên tai nghe rồi cửa_hàng ơi,1
hàng tốt nhưng người giao hàng mắng khách tôi sẽ không mua hàng ở cửa_hàng này nữa cảm_ơn,1
gửi thiếu hàng,1
sản_phẩm number cái bị lỗi không mic được number cái tai nghe tốt cửa_hàng giao đủ nhưng number cái trắng nó bị lỗi quá không mic được,1
như cl,1
sản_phẩm không tốt chỉ được cái đèn sạc thì đầy mà sài được có number p nắp hộp thì lỏng_lẻo không đáng tiền ổ sạc cũ không giống quảng_cáo,1
nghe bị chậm,1
number bên tai không nghe được,1
sạc tai nghe rất mau hết pin,1
number bên không nghe được là sao,1
họpp sạc đầy number nhưng thực_tế chỉ sài được đến number là hết pin ảo,1
hàng fake bass yếu loa mở lớn sẽ bị rè,1
loa nghe được mấy tiếng thì bị rè với vỡ âm để xa quá gần number m là bị giật,1
tai nghe bị mất bass cả number bên thì còn đỡ mất number bên nghe rất khó_chịu bên trái mất luôn treble tất_nhiên hàng pha ke nên chấp_nhận dễ bị rè tạp_âm nghe nhạc không phiêu lắm buồn khi tin lời thằng bạn,1
tai nghe mới mua đã bị rè nghe rõ nhất là lúc chơi game không nghĩ mua cửa_hàng chính hãng mà bị như_thế vì mình đã mua khá nhiều lần ở cửa_hàng rồi,1
đặt màu đen giao tới màu trắng cửa_hàng làm_ăn gì kì_cục vậy,1
nghe cũng tạm được thôi không thích nhất cái nút chỗ mic quá lỏng_lẻo khi nói_chuyện mà cử_động di_chuyển là kêu cạch cạch note cửa_hàng chuyển màu đen lại đưa màu bạc không hài_lòng lắm thôi dùng tạm,1
mới về mở được mà cất vào tủ khoản number ngày sau míc loa không sử_dụng được,1
vừa tes chưa hết number bài hát nó im_re luôn,1
loa mình thấy k được tốt lắm hơi rè nma so với giá tiền thì chắc cũng hợp_lí rồi nma để dùng lâu thì nên cân_nhắc nhan mọi người hình_ảnh chỉ mang tính_chất nhận xu,1
loa âm_thanh nhỏ nên hơi thất_vọng mà thôi tiền nào của đó nè,1
mic bị lỗi không hát đx mong cửa_hàng giải_quyết đổi hàng giúp mình nt thì không thấy phản_hồi,1
không như mong_đợi,1
mic ca không hay,1
đã nhận hàng sau number ngày đặt_hàng nhà bán hàng và đơn_vị giao hàng viettel không kết_nối tốt shopee thì không thấy có động_thái thông_báo cho khách_hàng chưa khi nào mua hàng chờ lâu như_vậy khách mua rồi nhưng vẫn nhận,1
loa có tiếng gì inh inh bên trong ấy đeo xong bốc ốm vì tiếng ấy mình thấy facebook ok lắm mà tới lượt mình chắc đen nên vào quả tai nghe chán,1
tai nghe và đèn đều ổn tới khi mình test cái mic thì nó cứ bị rè không nghe được,1
đeo tai nghe để cách_âm mà này cách_âm ncc ngồi ngoài còn nghe rõ_ràng tiếng loa,1
nói_dối khách_hàng,1
tai nghe chập_chờn,1
hàng không nghe được cửa_hàng làm_ăn kiểu j dậy,1
lỗi number bên tai không có đèn,1
hàng giao sai màu đặt màu hồng mà ra màu tím hộp thì bị móp nghe thì ổn tạm được thiếu dây hai bên tai không có đèn đánh_giá number number,1
đặt màu hồng ra màu xanh cả nó bị hỏng một bên đèn rất thất_vọng sẽ k bh mua lại nx nếu trả được mình sẽ trả hoặc shoo đổi cho cái khác,1
trong hộp không có jack cắm để kết_nối phone với máy_tính,1
giao hàng quá lâu không có lý_do,1
hàng tốt chất_lượng phải nói là rất ổn nhưng có_điều cần lưu_ý là coi lại nhân_viên giao hàng của ghn mang tên giao hàng nhanh mà giao hàng lâu mà cập nhập trước giờ tốt nhất chuyển qua shopee express nha đánh_giá number sao vì dịch_vụ giao hàng,1
nhắn cửa_hàng k chịu rep loa chất âm nghe không đáng number k âm bass yếu trep bình_thường được cái đẹp để dùng làm đèn ngủ phí number k k nên mua,1
cắm tai nghe vào bên nghe thì không_thể bật mic được rất bất_tiện và cắm không chặt do bên nặng bên nhẹ nên sẽ bị rè rè nhé nghe chống điếc thì được,1
hàng này không phải real nha,1
number phím anh b x y rất chậm,1
sản_phẩm chán,1
nhận hàng chưa có game để tess để vài hôm quay lại cho anh_em ý_kiến thêm tạm_thời ổn rồi tess một hồi sản_phẩm hỗ_trợ kém quá lỉen quân free fire nhiều game khác nữa không hỗ_trợ hơi bị chán,1
giao hàng nhầm rồi nhưng cửa_hàng rep hỗ_trợ nhanh nên tạm chấp_nhận được,1
có number nút bị hỏng,1
giao lâu quá nên mình cho number sao nhé biết là tại đvvc nhưng vì đi tặng nên lỡ hết công_việc,1
tay cầm xài không được vài phím xài được phím không xài được,1
sản_phẩm khi kết nốt chơi game fifa4 một_số nút không_thể bấm được,1
dùng được number ngày hỏng luôn hiện number cái chấm đỏ chẳng dùng được gì cả,1
giao hàng hơi lâu hàng không bị nứt vỡ tuy_nhiên nút ấn chếch rất khó nên khi chơi game nes contra thì k đã khoảng_cách có hơn number mét đã bị chập_chờn,1
cắm điện_thoại không dùng được,1
giao hang chậm kg tặng pin,1
rơi phát hỏng luôn,1
tiền ít không nên mua cái này mua tay xbox còn ngon hơn,1
hàng cũng bình_thường,1
cần di_chuyển bên trái bị loạt điều_khiển lung_tung,1
thấy đánh_giá cũng phân_vân lắm xem có nên mua không cũng có đánh_giá tốt nhiều nên vẫn quyết_định mua nhưng sai_lầm nút không ăn màn_hình hoàn_toàn không dùng được,1
giao nhanh nhưng sản_phẩm không ưng_ý nút bấm rất nhỏ không bấm cũng bắn,1
nút bắn đẹp nhưng nó hay bị lây,1
bao_tay không sài được,1
sản_phẩm cấn cảm_ứng có vừa không nhay tý nào,1
cứng không dùng được,1
k được nhạy lắm lúc ấn được lúc k ấn được giao hàng cực lâu cực chậm chơi mà bắn không nhạy toàn bị chết oan,1
giao hàng thíu number bộ ngón tay,1
đôi gang tay tặng đâu,1
dùng được cho điện_thoại mỏng thôi,1
nút trái ok còn nút phải lúc được lúc không,1
mua nút phải giao nút trái rồi sao chơi chán cho number sao bỏ ghét,1
nút bên phải gắn vô quá lỏng,1
nút xài hơi lỏng không như_ý muốn,1
hàng không gắn vừa dt mới gắn vào đã xuất ra,1
nút bấm được number lần là bị hư không còn nhạy,1
sao mình ấn nút nói lại không nhận cảm_ứng nhỉ,1
chất_lượng sản_phẩm tạm được,1
xài ip mà đeo tai nghe vào âm_thanh chơi game như tiếng adr ý mọi người nghe còn k êm bằng cái dây cũ có hơn number k của em nữa với cả cái này đeo lâu còn bị ù tai nữa á được cái_là dây cũng bền nhưng_mà cũng lại phải tốn tiền mua dây khác thôi,1
dịch_vụ của cửa_hàng rất tệ nhắn_tin cả ngày mới xong không nt lại chắc cửa_hàng name thèm ke,1
mua number cái number cái dùng được cái thứ number dùng sau thì không nghe được gì,1
mua hai giao một là sao cửa_hàng làm_ăn như_vậy à mong cửa_hàng lần sau sẽ chú_ý hơn,1
hàng thì gọi là đủ dùng còn người giao hàng thì không có tâm_giao hàng hộp đựng thì móp méo còn không cho kiểm_tra hàng chán thực_sự,1
chất âm khá kém sản_phẩm như hình còn sài lâu thì chưa bt như_thế_nào,1
hàng đóng_gói bị rách cửa_hàng ơi giao hàng không đúng mẫu tai nghe đã đặt hifi s2000 mầu đen,1
mua về sài sao chỉ nghe được number bên vậy,1
dùng được number number tuần thì hỏng number bên tai,1
nghe được number hôm không nghe thấy number bên nữa,1
thật đau_lòng vì không phải tai nghe gaming,1
mới mua về bị hỏng number bên tai không có hộp đựng và túi nút tai đi kèm,1
anh thanh hơi cuồi,1
săn sale number không giao khá nhanh vì cửa_hàng ở hà_nội nhưng đặt trắng để chung màu với airpod thì giao đen ủa là s,1
giao hàng cực chậm dù mình đã cố_gắng dán rất cẩn_thận nhưng vẫn bị như hình lúc dán xong màn_hình bị nhoè nhìn khó_chịu lắm,1
dán chất_lượng kém không dính viền điền thoại,1
miếng dàn thì k dùng được nhìn miếng ở ở rìa ngoài hơi bẩn cảm_giác để kho lâu rồi,1
chất_lượng không như mong_muốn không dùng được cả number miếng dán,1
miếng dán mờ bóc ra không có gì,1
hàng không giống hình,1
dây dởm không nhận tên màn_hình thay dây xịn vô nhận bình_thường,1
airpods dễ_thương nhưng mặt gấu mở ra đã thấy trầy rồi kiểu mỏng_manh dán mặt gấu dô thôi à,1
không đựng vừa cái airpods number rất thất_vọng chuẩn_bị hàng number ngày đợi t inbox cửa_hàng mới đưa cho đơn vận_chuyển,1
giống hình nhưng keo dán phía trong chưa đều với cả đầu dính number ít màu đen gì đấy,1
mua number món thì number món giao đúng number món không đúng ốp mua màu trắng giao màu đen chai xịt thì chỉ giao vỏ nhựa,1
giao hàng muộn,1
sản_phẩm cũng khá tốt nhưng mình đánh_giá number sao vì cách đóng_gói hàng không hề có chống sốc người giao hàng giao về thì lưới loa bị móp xuống number bên mình p nắn lại led nháy đẹp nhưng hơi chói quá nên có thêm number nút bật_tắt led loa hơi zè khi mở to lên dịch_vụ ship mình không ưng_ý lắm nmà cũng đáng trg number k,1
không lên,1
hàng đẹp nhưng_mà khi kết_nối thì có hiện_tượng bị dập nhạc nghe không được mượt cỡ number p sau thì mới bình_thường trở_lại,1
nhanh hết pin,1
loa này âm không hay tiếng nhỏ,1
loa không nghe được gì hết,1
đặt mua number cl number m number cl number m thì gửi number cl và number dây sai cơ_bản,1
mua number cái dùng được mua thêm number cái thì thua number cái chung tần_số không dùng được chả ai nói với tôi về chuyện đấy cho number,1
này không sài được cho loa giống mình đợi cửa_hàng tl để đổi hàng mà không thấy tl tui đành đánh_giá kém mic này nó hoàn_toàn không hát được đã vậy lại hút khinh khủng cầm cái mic xa nhất có_thể thì nó có_thể nói được vài chữ sao đó thì hú mà hài nhất_là tui không hát được mà khi mic rè nó hút luôn âm thánh của hàng_xóm,1
hàng chất_lượng kém không hút âm không vang phải kê sát miệng mới nghe tiếng cắm vô loa bluetooth thì cứ mở nhạc là không sử_dụng micro được cảm_thấy thật phí tiền,1
kết_nối mic này thì mic chính của loa lại bé đi,1
mic hu qua lien he sop không tra loi luon,1
chất_lượng hơi kém,1
dùng number lần rách luôn ạ,1
hàng chỉ là đầu ngón tay cao_su chứ k phải như_thế_nào mình nhận hàng mà mình buồn nhưng mình cũng mua đồ có number k nên cũng k có j để nói nhìu,1
tệ thật_sự luôn không hiểu giao cho mình như kiểu cắt từ quả bóng bay ra í may là number không cũng đỡ tiếc,1
sản_phẩm quá tồi_tệ tôi chẳng ngờ sản_phẩm kiểu này mà cũng giao bán,1
ncc,1
hôm bữa mình đặt mua mà nhờ bạn nhận hộ nay mới nhớ ra và nhờ bạn mở hộp coi sao ai_ngờ thất_vọng nặng_nề dây thì bị đứt bên trong còn bị long number bên ra như hình bạn mình không có làm rơi mình xin cam_đoan có sao mình nói thế ạ,1
tai nghe quá bẩn không_thể_nào chấp_nhận được đề_nghị cửa_hàng trước khi giao hàng kiểm_tra hàng trước rẻ thì rẻ nhưng phải sạch_sẽ tai nghe ok chỉ có bẩn là mìn không thích,1
đẹp nhưng giao sai màu,1
giao hàng hơi lâu càng_ngày_càng không thích cách bán hàng và tư_vấn bán hàng của tcs sản_phẩm khá ổn nhưng các góc_cạnh hoàn_thiện kém quá đã có vết xước trên mặt kính,1
sản phầm dùng tốt nghe ổn nhưng dây chuyển_đổi thì lại bị rè cấm vô là không nghe thấy gì hết còn dùng cổng number number thì vẫn ok,1
hơi nhiều phụ_kiện tí,1
tai nghe hơi chán mic nhỏ âm ít basss nhiều chét nghe chơi pupg lâu khá khó_chịu,1
tai nghe ổn không có gì đặc_biệt cả chất_lượng build không tốt lắm và có number lỗi nghiên trọng đó là khi dùng vừa nghe nhạc youtube vừa vào discord để nói thì người bên kia sẽ nghe được nhạc mình mở không nhất_thiết là youtube mà cả facebook hay bất_cứ cái gì cũng thế,1
chiếc tai nghe tệ nhất mà t từng mua midc thì siêu nhỏ xong đeo còn có cảm_giác khó_chịu đúng phí tiền hình_ảnh và video chỉ mang tính nhận xu,1
tại nghe không giống như hình tai lỏng,1
tai nghe chỉ nghe được khi nói_chuyện với người khác thì người đấy không nghe được sản_phẩm lỗi,1
hàng săn sale nên chất_lượng không nói được gì k thu được mic phần cao_su dễ tuột,1
hàng ok tạm được,1
tui chưa nhận được hàng mà đã xác_nhận nhận rồi,1
dùng chx được number tuần đã hỏng mất number bên mọi người đừng ham rẻ rồi mua nha phí tiền,1
âm_thanh thì nghe không được trong_trẻo cho lắm với_lại khi cấm tai nghe vào thì lại nghe number âm lạ như tiếng máy_nổ bụp bụp bụp hoài luôn khi rút thì hết cấm vào lại thì nghe tiếp nói_chung là chỉ tạm ổn không biết sử_dụng được bao_lâu,1
hàng rẻ phải chấp_nhận nhưng dịch_vụ vận_chuyển cực lâu hàng săn sale nên không đòi_hỏi cao về chất_lượng,1
rất thất_vọng vì không có micro,1
tai nghe kém nghe rất rè,1
chỉ nghe được number lần thôi ạ,1
cắm vào nghe thử thì được đúng một bên bên kia tịt mút cứng đeo đau tay đừng nên mua,1
tai nghe êm nhưng mới dùng tai nghe mấy hôm mà đã hư number bên tai nghe rồi,1
sản_phẩm đẹp nhưng chỉ nghe được number bên thôi _,1
cắm vào laptop thì chỉ nghe được number bên nhưng cắm vào điện_thoại vẫn nghe bình_thường nhưng rất đau tai nghe không thoải_mái mic thì nghe rè bé và phải cầm sát miệng thì nói mới nghe rõ nói_chung rẻ nên cũng không_trách được,1
tai nghe chất_lượng không tốt đang nghe bị nổ như điện giật ở tai cửa_hàng cần chọn sản_phẩm từ hãng khác để nhập_khẩu thay_thế sản_phẩm của hãng hiện_tại,1
chưa nhận được hàng chả biết như nào cả dù_sao k đáng bao tiền cả nên bỏ_qua,1
tai nghe không nghe được giá_thành rẻ giao hàng nhanh không đánh_giá cao sape pjaamr,1
tai nghe thì ổn mà mic thì hỏng rồi nút bấm không hoạt_động,1
chân cắm không tốt nhạc át tiếng lời cất poster vào góc,1
tiền_nào_của_nấy chưa nghe cái tai nghe nào tệ như này không nên mua,1
dây lỗi đeo không khớp,1
không đẹp,1
màu xấu không như quảng_cáo,1
dây không đúng màu trong hình nó là màu hồng chứ kp màu vàng như trên hình thất_vọng đánh_giá number sao,1
hàng dài quá không vừa được tay và đồng_hồ lần này thì không ưng hàng của cửa_hàng,1
bấm điều_khiển rất khó phải đưa sát vào bấm mấy lần mới ăn được number lần,1
không hoạt_động nha cửa_hàng cửa_hàng không test trước khi giao giúp mình buồn hết_sức,1
giao hàng quá chậm đúng ngày thứ number mới nhận được hàng,1
âm_thanh nghe chán quá tệ với múc giá này nghe còn thua xa con tai nghe number không thất_vọng thực_sự,1
âm_thanh nghe không được oke lắm nghe nhỏ,1
sản_phẩm không tốt điều_chỉnh on off bị hư không tắt được sản_phẩm không hạn_chế tiếng ồn của ngoại_cảnh đóng_gói kĩ sản_phẩm giao chậm,1
tạm_thời chấm number sao hàng giao không đúng màu dây chia hỏng cửa_hàng chưa gửi bổ_sung,1
mic ngắn nói không nghe được,1
cái number không chất_lượng giống number k,1
chất_lượng âm_thanh chưa tốt lắm hai bên tai chưa đồng_bộ âm_thanh chậm hơn so với diện thoại giao hàng ổn,1
sài tháng đầu_tiên thì ok bắt_đầu tháng thứ number trởi đi thì bị nhiễu nặng cách number m cũng nhiễu,1
tai nghe khá ổn nhưng gọi điện_thoại không dùng được nó cứ bị rè với vang không nghe được người khác nói còn đầu bên kia thì khó nghe với thiếu nút su tại nghe,1
tạm được,1
loa to bằng đúng bằng đôi dép tổ ong bé so với cảm_nghĩ,1
loa công_suất chỉ number w bluetooth luôn bật không tắt được đang dùng dây cắm ở laptop người khác bắt bluetooth thế_là nó theo cái bluetooth khá bất_tiện,1
